,D2001,D2001,D2001,D2001,D2001,D2001,D2001,D2001,D2001,D2002,D2002,D2002,D2002,D2002,D2002,D2002,D2002,D2002,D2003,D2003,D2003,D2003,D2003,D2003,D2003,D2003,D2003
,50000,50000,50000,50000,50000,50000,10000,10000,10000,50000,50000,50000,50000,50000,50000,10000,10000,10000,50000,50000,50000,50000,50000,50000,10000,10000,10000
0,0.027668794518005427,0.027668794518005427,0.027668794518005427,0.027668794518005427,0.027668794518005427,0.027668794518005427,0.027668794518005427,0.027668794518005427,0.027668794518005427,0.02779902003625496,0.02779902003625496,0.02779902003625496,0.02779902003625496,0.02779902003625496,0.02779902003625496,0.02779902003625496,0.02779902003625496,0.02779902003625496,0.027261393687034605,0.027261393687034605,0.027261393687034605,0.027261393687034605,0.027261393687034605,0.027261393687034605,0.027261393687034605,0.027261393687034605,0.027261393687034605
1,0.027590583557592533,0.027590583557592533,0.027590583557592533,0.027590583557592533,0.027590583557592533,0.027590583557592533,0.027590583557592533,0.027590583557592533,0.027590583557592533,0.02771748681971662,0.02771748681971662,0.02771748681971662,0.02771748681971662,0.02771748681971662,0.02771748681971662,0.02771748681971662,0.02771748681971662,0.02771748681971662,0.02719826463730041,0.02719826463730041,0.02719826463730041,0.02719826463730041,0.02719826463730041,0.02719826463730041,0.02719826463730041,0.02719826463730041,0.02719826463730041
2,0.02758503128826511,0.02758503128826511,0.02758503128826511,0.02758503128826511,0.02758503128826511,0.02758503128826511,0.02758503128826511,0.02758503128826511,0.02758503128826511,0.027709186685371867,0.027709186685371867,0.027709186685371867,0.027709186685371867,0.027709186685371867,0.027709186685371867,0.027709186685371867,0.027709186685371867,0.027709186685371867,0.02720337017812691,0.02720337017812691,0.02720337017812691,0.02720337017812691,0.02720337017812691,0.02720337017812691,0.02720337017812691,0.02720337017812691,0.02720337017812691
3,0.027541482558757192,0.027541482558757192,0.027541482558757192,0.027541482558757192,0.027541482558757192,0.027541482558757192,0.027541482558757192,0.027541482558757192,0.027541482558757192,0.0276653287329485,0.0276653287329485,0.0276653287329485,0.0276653287329485,0.0276653287329485,0.0276653287329485,0.0276653287329485,0.0276653287329485,0.0276653287329485,0.027164959804590924,0.027164959804590924,0.027164959804590924,0.027164959804590924,0.027164959804590924,0.027164959804590924,0.027164959804590924,0.027164959804590924,0.027164959804590924
4,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
5,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
6,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
7,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
8,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
9,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
10,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
11,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
12,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
13,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
14,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
15,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
16,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
17,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
18,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
19,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
20,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
21,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184,0.041233216445211184
22,0.034021852096082605,0.034021852096082605,0.034021852096082605,0.034021852096082605,0.034021852096082605,0.034021852096082605,0.034021852096082605,0.034021852096082605,0.034021852096082605,0.03463212713812401,0.03463212713812401,0.03463212713812401,0.03463212713812401,0.03463212713812401,0.03463212713812401,0.03463212713812401,0.03463212713812401,0.03463212713812401,0.03387841723638161,0.03387841723638161,0.03387841723638161,0.03387841723638161,0.03387841723638161,0.03387841723638161,0.03387841723638161,0.03387841723638161,0.03387841723638161
23,0.03221758913708122,0.03221758913708122,0.03221758913708122,0.03221758913708122,0.03221758913708122,0.03221758913708122,0.03221758913708122,0.03221758913708122,0.03221758913708122,0.03268747427104615,0.03268747427104615,0.03268747427104615,0.03268747427104615,0.03268747427104615,0.03268747427104615,0.03268747427104615,0.03268747427104615,0.03268747427104615,0.032004537974981706,0.032004537974981706,0.032004537974981706,0.032004537974981706,0.032004537974981706,0.032004537974981706,0.032004537974981706,0.032004537974981706,0.032004537974981706
